Date,Visting Team,League,Visiting Team Game Number,Home Team,League,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visiting Team Line Numbers,Home Team Line Numbers,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Winning Pitcher Name,Losing Pitcher ID,Losing Pitcher Name,Saving Pitcher ID,Saving Pitcher Name,Visiting Starter Pitcher ID,Visiting Starter Pitcher Name,Home Starter Pitcher ID,Home Starter Pitcher Name
"20180503","TOR","AL",32,"CLE","AL",31,4,13,51,"CLE08",19008,"010100011","00119110x",35,8,3,0,3,4,0,0,0,2,0,7,0,0,0,0,6,3,13,13,3,0,24,8,0,0,0,0,39,16,5,0,1,12,0,1,0,8,0,8,0,0,0,0,11,3,4,4,0,0,27,8,0,0,0,0,"pluta001","Adam Plutko","biagj001","Joe Biagini","","(none)","biagj001","Joe Biagini","pluta001","Adam Plutko",
"20180504","CLE","AL",32,"NYA","AL",32,6,7,53,"NYC21",46869,"000000051","000410011",36,10,2,0,2,5,0,0,1,1,0,12,0,1,0,0,5,3,6,6,0,0,26,7,2,0,1,0,37,11,2,0,3,7,0,0,1,6,0,5,0,0,1,0,11,5,6,6,2,0,27,4,0,0,0,0,"chapa001","Aroldis Chapman","ogana001","Alexi Ogando","","(none)","tomlj001","Josh Tomlin","sabac001","CC Sabathia",
"20180505","CLE","AL",33,"NYA","AL",33,2,5,51,"NYC21",43075,"000011000","00004010x",32,5,3,0,1,2,0,0,0,2,0,13,0,0,0,0,5,2,3,3,0,0,24,5,2,0,0,0,28,4,1,0,0,4,0,1,0,3,0,11,0,0,0,0,3,3,2,2,0,0,27,9,0,0,0,0,"grays001","Sonny Gray","bauet001","Trevor Bauer","robed002","David Robertson","bauet001","Trevor Bauer","grays001","Sonny Gray",
"20180506","CLE","AL",34,"NYA","AL",34,4,7,52,"NYC21",40107,"000000040","000000034",30,4,1,0,0,3,0,1,0,2,0,13,1,0,0,0,2,3,7,7,0,0,25,7,1,0,1,0,30,6,3,0,1,7,0,0,0,6,2,10,0,0,1,0,4,4,3,3,0,0,27,5,0,1,0,0,"shrec001","Chasen Shreve","allec002","Cody Allen","","(none)","clevm001","Mike Clevinger","germd001","Domingo German",
"20180508","CLE","AL",35,"MIL","NL",36,2,3,51,"MIL06",35314,"001010000","20100000x",32,6,1,0,2,2,0,0,0,2,0,10,0,0,0,0,5,4,3,3,0,0,24,13,3,0,2,0,32,8,1,0,2,3,0,0,0,2,1,5,0,0,1,0,7,5,2,2,0,0,27,3,0,0,1,0,"suteb001","Brent Suter","klubc001","Corey Kluber","hadej001","Josh Hader","klubc001","Corey Kluber","milew001","Wade Miley",
"20180509","CLE","AL",36,"MIL","NL",37,6,2,54,"MIL06",26345,"000400101","000000101",37,11,2,1,2,6,0,0,0,2,0,10,2,0,0,0,6,1,2,2,0,0,27,8,0,0,2,0,29,5,1,0,0,2,0,1,0,1,0,14,0,0,2,0,2,4,6,6,0,0,27,7,0,0,0,0,"carrc003","Carlos Carrasco","guerj003","Junior Guerra","","(none)","carrc003","Carlos Carrasco","guerj003","Junior Guerra",
"20180511","KCA","AL",38,"CLE","AL",37,10,9,54,"CLE08",24408,"031013200","300600000",43,15,6,0,1,10,0,0,0,4,0,8,0,0,1,0,10,5,9,9,0,0,27,10,0,0,1,0,34,8,1,0,3,9,0,0,0,7,0,6,0,0,1,0,5,5,7,7,1,0,27,13,2,0,1,0,"kellb003","Brad Keller","milla002","Andrew Miller","herrk001","Kelvin Herrera","hammj002","Jason Hammel","bauet001","Trevor Bauer",
"20180512","KCA","AL",39,"CLE","AL",38,2,6,51,"CLE08",24587,"101000000","10100220x",33,8,3,0,0,2,0,0,0,0,0,7,0,0,1,0,4,3,5,5,2,0,24,6,1,0,0,0,33,9,3,0,2,6,0,0,0,3,1,9,0,0,0,0,6,3,2,2,1,0,27,11,0,0,2,0,"clevm001","Mike Clevinger","junij001","Jake Junis","","(none)","junij001","Jake Junis","clevm001","Mike Clevinger",
"20180513","KCA","AL",40,"CLE","AL",39,2,11,51,"CLE08",22105,"000002000","05130020x",36,9,1,0,0,2,0,0,0,1,0,7,0,0,1,0,8,3,11,11,1,0,24,10,0,1,1,0,38,15,3,0,3,11,0,0,1,6,0,6,1,0,1,0,10,3,0,0,1,0,27,10,2,0,1,0,"klubc001","Corey Kluber","duffd001","Danny Duffy","","(none)","duffd001","Danny Duffy","klubc001","Corey Kluber",
"20180514","CLE","AL",40,"DET","AL",40,3,6,51,"DET05",17775,"100000011","00120003x",35,7,1,1,1,3,0,0,0,3,0,8,0,0,0,0,8,3,6,6,0,0,24,11,0,0,0,0,32,8,2,0,2,6,0,0,0,5,1,6,2,0,0,0,7,5,2,2,1,0,27,2,1,0,0,0,"fierm001","Michael Fiers","carrc003","Carlos Carrasco","","(none)","carrc003","Carlos Carrasco","fierm001","Michael Fiers",
"20180515","CLE","AL",41,"DET","AL",41,8,9,51,"DET05",20997,"410003000","10002150x",39,13,4,0,2,8,0,0,0,8,1,5,1,0,2,0,12,5,9,9,1,0,24,8,0,0,1,0,34,10,4,0,2,9,0,0,0,3,0,6,0,0,0,0,4,5,8,8,2,0,27,12,1,0,2,0,"colel001","Louis Coleman","milla002","Andrew Miller","grees005","Shane Greene","tomlj001","Josh Tomlin","lirif001","Francisco Liriano",
