teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev
BOS,AL,3,1,34,9,4,0,1,2,3,9,7,3,5,5,0,0.2647058823529412,0.32432432432432434,0.4705882352941176,0.7949125596184421,0.0,1.0
BOS,AL,6,1,34,11,2,0,1,5,1,8,6,5,3,3,1,0.3235294117647059,0.3611111111111111,0.4705882352941176,0.8316993464052287,1.0,0.0
BOS,AL,6,1,33,10,1,0,2,6,2,4,5,4,2,2,0,0.30303030303030304,0.3428571428571429,0.5151515151515151,0.858008658008658,1.0,1.0
BOS,AL,8,1,31,10,4,0,1,8,5,4,7,5,4,4,1,0.3225806451612903,0.42105263157894735,0.5483870967741935,0.9694397283531409,1.0,1.0
BOS,AL,10,1,36,13,2,0,3,9,4,5,8,4,4,4,2,0.3611111111111111,0.42857142857142855,0.6666666666666666,1.0952380952380951,1.0,1.0
BOS,AL,5,1,36,10,1,0,2,5,2,10,7,4,3,3,4,0.2777777777777778,0.3157894736842105,0.4722222222222222,0.7880116959064327,1.0,1.0
BOS,AL,2,1,29,7,1,1,0,2,2,11,7,3,0,0,0,0.2413793103448276,0.30303030303030304,0.3448275862068966,0.6478578892371996,1.0,1.0
BOS,AL,1,0,30,7,1,0,0,1,5,7,8,4,2,2,0,0.2333333333333333,0.3428571428571429,0.26666666666666666,0.6095238095238096,0.0,1.0
BOS,AL,6,0,38,12,3,0,1,6,1,10,7,3,8,8,0,0.3157894736842105,0.35,0.4736842105263158,0.8236842105263158,0.0,0.0
BOS,AL,13,0,46,15,4,0,4,13,3,5,6,7,11,11,2,0.32608695652173914,0.3673469387755102,0.6739130434782609,1.0412599822537711,1.0,0.0
BOS,AL,4,0,33,7,0,1,1,4,10,11,13,2,4,4,1,0.21212121212121213,0.3953488372093023,0.3636363636363637,0.7589852008456659,0.0,1.0
BOS,AL,4,0,31,5,1,0,2,4,1,6,1,8,2,2,0,0.16129032258064516,0.1875,0.3870967741935484,0.5745967741935484,1.0,0.0
BOS,AL,5,0,36,11,2,1,2,5,4,15,9,1,1,1,0,0.3055555555555556,0.36585365853658536,0.5833333333333334,0.9491869918699188,1.0,1.0
BOS,AL,8,1,32,10,3,0,2,8,6,8,8,6,5,5,1,0.3125,0.425,0.59375,1.01875,1.0,1.0
BOS,AL,4,1,33,8,2,0,0,4,2,7,6,4,9,9,1,0.24242424242424246,0.2972972972972973,0.30303030303030304,0.6003276003276004,0.0,1.0
BOS,AL,3,1,30,6,1,0,2,3,0,7,3,2,2,2,0,0.2,0.2,0.43333333333333335,0.6333333333333333,1.0,0.0
BOS,AL,9,1,37,14,6,0,1,8,3,4,7,3,3,3,0,0.3783783783783784,0.425,0.6216216216216216,1.0466216216216215,1.0,1.0
BOS,AL,1,1,30,3,1,0,1,1,4,10,7,3,5,5,1,0.1,0.22857142857142854,0.2333333333333333,0.4619047619047619,0.0,1.0
BOS,AL,5,0,36,10,1,1,2,5,4,8,8,4,5,5,0,0.2777777777777778,0.35,0.5277777777777778,0.8777777777777778,0.0,0.0
BOS,AL,2,0,34,6,1,1,0,2,6,10,11,4,3,3,0,0.17647058823529413,0.3,0.2647058823529412,0.5647058823529412,0.0,0.0
BOS,AL,4,0,37,11,3,1,1,4,2,11,9,5,6,6,2,0.2972972972972973,0.325,0.5135135135135135,0.8385135135135136,0.0,0.0
BOS,AL,14,0,39,14,3,0,4,13,8,6,8,3,3,3,0,0.35897435897435903,0.4489795918367347,0.7435897435897436,1.1925693354264784,1.0,0.0
BOS,AL,5,0,38,11,4,0,0,5,2,12,12,4,9,9,0,0.2894736842105263,0.3863636363636364,0.3947368421052632,0.7811004784688995,0.0,1.0
BOS,AL,3,0,32,6,1,0,2,3,2,7,4,3,2,2,0,0.1875,0.2352941176470588,0.40625,0.6415441176470589,1.0,0.0
BOS,AL,2,1,33,6,0,0,2,2,3,6,8,5,6,6,1,0.18181818181818185,0.2702702702702703,0.3636363636363637,0.6339066339066339,0.0,1.0
BOS,AL,4,1,34,8,2,0,1,3,2,10,6,5,6,6,2,0.2352941176470588,0.2702702702702703,0.38235294117647056,0.6526232114467408,0.0,0.0
BOS,AL,3,1,34,6,3,0,0,3,3,6,6,4,2,2,0,0.17647058823529413,0.2368421052631579,0.2647058823529412,0.5015479876160991,1.0,0.0
BOS,AL,2,1,31,5,2,0,1,2,6,14,8,2,3,3,1,0.16129032258064516,0.2972972972972973,0.3225806451612903,0.6198779424585876,0.0,1.0
BOS,AL,2,0,33,8,0,1,1,2,2,6,7,3,1,1,0,0.24242424242424246,0.2777777777777778,0.3939393939393939,0.6717171717171717,1.0,0.0
BOS,AL,4,0,38,12,4,0,0,3,5,10,12,7,4,4,0,0.3157894736842105,0.4222222222222222,0.42105263157894735,0.8432748538011696,0.0,1.0
BOS,AL,4,0,33,8,1,0,1,4,4,5,6,3,5,5,2,0.24242424242424246,0.32432432432432434,0.3636363636363637,0.687960687960688,0.0,0.0
BOS,AL,8,0,51,13,2,0,3,8,3,11,7,6,3,3,3,0.2549019607843137,0.2962962962962963,0.4705882352941176,0.7668845315904139,1.0,0.0
BOS,AL,2,0,33,10,3,0,1,2,3,4,7,4,1,1,0,0.30303030303030304,0.3611111111111111,0.4848484848484849,0.8459595959595959,1.0,1.0
BOS,AL,1,0,33,5,0,0,1,1,2,7,7,2,4,4,1,0.15151515151515152,0.2,0.24242424242424246,0.4424242424242424,0.0,1.0
BOS,AL,2,0,33,7,1,0,0,2,1,8,5,4,4,4,0,0.21212121212121213,0.2352941176470588,0.24242424242424246,0.4777183600713013,0.0,0.0
BOS,AL,6,0,37,11,2,1,2,6,1,10,6,3,3,3,0,0.2972972972972973,0.3333333333333333,0.5675675675675675,0.9009009009009008,1.0,0.0
BOS,AL,4,0,37,9,5,0,0,3,5,10,11,3,2,2,1,0.2432432432432433,0.3333333333333333,0.3783783783783784,0.7117117117117118,1.0,1.0
BOS,AL,7,0,38,12,1,1,4,7,8,12,13,3,3,3,0,0.3157894736842105,0.43478260869565216,0.7105263157894737,1.1453089244851258,1.0,1.0
BOS,AL,5,1,34,9,3,0,2,5,9,12,12,3,6,6,0,0.2647058823529412,0.4318181818181818,0.5294117647058824,0.961229946524064,0.0,1.0
BOS,AL,5,1,36,15,4,0,0,5,3,5,10,4,4,4,0,0.4166666666666667,0.475,0.5277777777777778,1.0027777777777778,1.0,0.0
BOS,AL,4,1,32,9,0,0,0,3,4,9,9,2,2,2,1,0.28125,0.35135135135135137,0.28125,0.6326013513513513,1.0,1.0
BOS,AL,5,1,37,13,2,0,2,5,1,5,7,5,6,6,0,0.35135135135135137,0.35897435897435903,0.5675675675675675,0.9265419265419266,0.0,1.0
BOS,AL,3,1,32,8,1,0,2,3,2,6,7,2,1,1,0,0.25,0.29411764705882354,0.46875,0.7628676470588236,1.0,0.0
BOS,AL,1,1,32,6,3,0,1,1,5,9,9,4,2,2,3,0.1875,0.2972972972972973,0.375,0.6722972972972974,0.0,1.0
BOS,AL,6,1,30,6,0,0,1,6,3,5,4,3,2,2,0,0.2,0.2727272727272727,0.3,0.5727272727272728,1.0,0.0
BOS,AL,6,0,37,9,3,0,2,6,4,6,8,3,3,3,1,0.2432432432432433,0.3170731707317073,0.4864864864864865,0.8035596572181938,1.0,1.0
BOS,AL,2,0,32,6,2,0,1,2,1,4,4,3,5,5,2,0.1875,0.21212121212121213,0.34375,0.5558712121212122,0.0,1.0
BOS,AL,2,0,34,7,1,0,1,2,4,6,9,3,7,7,2,0.2058823529411765,0.2894736842105263,0.3235294117647059,0.6130030959752322,0.0,0.0
BOS,AL,2,0,33,6,1,0,0,2,3,5,8,3,1,1,0,0.18181818181818185,0.2702702702702703,0.21212121212121213,0.4823914823914824,1.0,0.0
BOS,AL,7,0,36,11,5,0,2,7,2,5,5,4,5,5,1,0.3055555555555556,0.3333333333333333,0.6111111111111112,0.9444444444444444,1.0,1.0
BOS,AL,10,0,40,14,1,1,4,10,3,7,7,2,0,0,1,0.35,0.4090909090909091,0.725,1.1340909090909093,1.0,1.0
BOS,AL,5,0,37,11,3,1,2,5,3,9,9,3,6,6,0,0.2972972972972973,0.3414634146341464,0.5945945945945946,0.9360580092287408,0.0,1.0
BOS,AL,9,0,47,13,0,0,5,9,2,5,7,8,10,10,1,0.2765957446808511,0.30612244897959184,0.5957446808510638,0.9018671298306556,0.0,0.0
BOS,AL,3,0,36,10,1,0,0,3,3,9,10,3,1,1,1,0.2777777777777778,0.325,0.3055555555555556,0.6305555555555555,1.0,0.0
BOS,AL,3,0,32,6,2,0,1,3,2,9,4,4,7,7,1,0.1875,0.2352941176470588,0.34375,0.5790441176470589,0.0,1.0
BOS,AL,6,1,31,8,4,0,2,6,4,5,5,3,0,0,1,0.25806451612903225,0.3428571428571429,0.5806451612903226,0.9235023041474656,1.0,0.0
BOS,AL,7,1,33,12,4,0,2,6,7,6,11,3,5,5,0,0.3636363636363637,0.4878048780487805,0.6666666666666666,1.154471544715447,1.0,1.0
BOS,AL,2,1,31,5,1,0,1,2,4,2,8,4,7,7,0,0.16129032258064516,0.2702702702702703,0.2903225806451613,0.5605928509154317,0.0,1.0
BOS,AL,2,1,34,9,2,0,0,2,3,8,8,5,15,15,1,0.2647058823529412,0.32432432432432434,0.3235294117647059,0.6478537360890302,0.0,0.0
BOS,AL,5,1,40,10,1,0,1,5,3,10,9,3,4,4,2,0.25,0.3181818181818182,0.35,0.6681818181818182,1.0,0.0
BOS,AL,5,1,31,7,2,1,1,5,1,8,3,3,0,0,0,0.2258064516129032,0.25,0.4516129032258064,0.7016129032258065,1.0,1.0
BOS,AL,6,1,33,10,0,0,0,6,1,7,6,2,2,2,2,0.30303030303030304,0.3142857142857143,0.30303030303030304,0.6173160173160173,1.0,1.0
BOS,AL,5,1,29,7,1,0,0,5,4,2,5,3,3,3,0,0.2413793103448276,0.3235294117647059,0.27586206896551724,0.5993914807302232,1.0,1.0
BOS,AL,2,1,33,5,2,0,1,1,1,9,5,4,3,3,1,0.15151515151515152,0.17647058823529413,0.30303030303030304,0.4795008912655971,0.0,1.0
BOS,AL,3,0,37,11,1,1,2,3,0,10,7,3,0,0,1,0.2972972972972973,0.2972972972972973,0.5405405405405406,0.8378378378378379,1.0,0.0
BOS,AL,2,0,38,10,1,0,1,2,1,5,8,4,2,2,1,0.2631578947368421,0.275,0.3684210526315789,0.6434210526315789,0.0,1.0
BOS,AL,3,0,34,7,2,0,0,3,2,10,6,3,5,5,0,0.2058823529411765,0.25,0.2647058823529412,0.5147058823529411,0.0,0.0
BOS,AL,2,0,34,8,1,0,1,2,1,8,7,2,4,4,1,0.2352941176470588,0.2571428571428571,0.35294117647058826,0.6100840336134454,0.0,0.0
BOS,AL,9,0,38,11,3,0,3,9,3,9,5,3,6,6,0,0.2894736842105263,0.3414634146341464,0.6052631578947368,0.9467265725288831,1.0,0.0
BOS,AL,6,0,35,9,1,0,1,5,6,5,9,4,4,4,1,0.2571428571428571,0.3809523809523809,0.37142857142857133,0.7523809523809524,1.0,1.0
BOS,AL,1,1,34,7,1,0,0,1,3,7,9,4,3,3,0,0.2058823529411765,0.2702702702702703,0.2352941176470588,0.505564387917329,0.0,1.0
BOS,AL,1,1,33,6,1,0,0,1,4,7,10,3,1,1,2,0.18181818181818185,0.2894736842105263,0.21212121212121213,0.5015948963317385,0.0,0.0
BOS,AL,5,1,37,11,2,0,1,5,1,8,6,6,5,5,2,0.2972972972972973,0.3157894736842105,0.4324324324324325,0.748221906116643,0.0,0.0
BOS,AL,12,1,31,9,1,0,3,12,10,7,6,5,5,5,0,0.2903225806451613,0.4523809523809524,0.6129032258064516,1.065284178187404,1.0,0.0
BOS,AL,5,1,34,7,3,0,1,5,5,4,7,5,14,14,1,0.2058823529411765,0.3076923076923077,0.38235294117647056,0.6900452488687783,0.0,1.0
BOS,AL,11,1,40,17,3,0,5,10,4,4,9,4,4,4,1,0.425,0.4772727272727273,0.875,1.3522727272727273,1.0,0.0
BOS,AL,0,0,29,3,1,0,0,0,3,6,5,5,5,5,0,0.10344827586206896,0.1875,0.13793103448275862,0.3254310344827586,0.0,1.0
BOS,AL,3,0,38,10,5,0,1,3,3,9,11,3,4,4,1,0.2631578947368421,0.3170731707317073,0.4736842105263158,0.7907573812580231,0.0,0.0
BOS,AL,5,0,34,9,2,0,0,4,5,5,7,3,3,3,0,0.2647058823529412,0.35897435897435903,0.3235294117647059,0.6825037707390649,1.0,0.0
BOS,AL,5,0,34,6,4,0,1,5,1,3,3,2,1,1,0,0.17647058823529413,0.2,0.38235294117647056,0.5823529411764705,1.0,1.0
BOS,AL,9,0,37,10,1,0,3,9,2,2,3,6,6,6,1,0.2702702702702703,0.3076923076923077,0.5405405405405406,0.8482328482328483,1.0,1.0
BOS,AL,5,0,38,10,3,1,1,4,5,9,11,3,1,1,0,0.2631578947368421,0.3488372093023256,0.4736842105263158,0.8225214198286414,1.0,1.0
BOS,AL,9,1,36,12,4,0,2,9,3,4,3,5,10,10,1,0.3333333333333333,0.38461538461538464,0.6111111111111112,0.9957264957264956,0.0,1.0
BOS,AL,3,1,36,11,2,1,0,2,4,7,10,2,3,3,1,0.3055555555555556,0.375,0.4166666666666667,0.7916666666666667,0.0,0.0
BOS,AL,6,1,33,9,2,0,2,5,1,3,4,3,0,0,0,0.2727272727272727,0.29411764705882354,0.5151515151515151,0.8092691622103387,1.0,0.0
BOS,AL,2,1,30,5,1,0,0,2,4,9,6,4,4,4,1,0.16666666666666666,0.2857142857142857,0.2,0.4857142857142857,0.0,1.0
BOS,AL,1,1,34,8,3,0,0,1,5,3,11,5,8,8,2,0.2352941176470588,0.3333333333333333,0.3235294117647059,0.6568627450980392,0.0,0.0
BOS,AL,6,1,33,10,2,0,2,6,2,11,5,3,1,1,1,0.30303030303030304,0.3428571428571429,0.5454545454545454,0.8883116883116883,1.0,0.0
BOS,AL,10,0,40,14,2,0,2,10,2,3,5,4,8,8,1,0.35,0.3809523809523809,0.55,0.9309523809523811,1.0,1.0
BOS,AL,7,0,38,12,4,0,2,6,7,6,13,3,2,2,1,0.3157894736842105,0.44680851063829785,0.5789473684210527,1.0257558790593504,1.0,1.0
BOS,AL,3,0,33,6,1,0,0,3,5,6,7,3,4,4,1,0.18181818181818185,0.28205128205128205,0.21212121212121213,0.4941724941724942,0.0,1.0
BOS,AL,6,0,37,16,5,0,0,6,2,7,9,2,1,1,0,0.4324324324324325,0.45,0.5675675675675675,1.0175675675675675,1.0,0.0
BOS,AL,4,0,35,9,2,0,2,4,1,9,6,7,5,5,0,0.2571428571428571,0.2702702702702703,0.4857142857142857,0.7559845559845559,0.0,1.0
BOS,AL,2,0,31,4,1,0,1,2,1,2,3,3,5,5,1,0.12903225806451613,0.15625,0.25806451612903225,0.41431451612903225,0.0,0.0
BOS,AL,2,0,33,7,3,0,1,2,3,9,8,5,8,8,0,0.21212121212121213,0.2777777777777778,0.3939393939393939,0.6717171717171717,0.0,0.0
BOS,AL,5,1,39,11,2,0,0,3,8,18,12,7,5,5,2,0.28205128205128205,0.40425531914893614,0.3333333333333333,0.7375886524822695,0.0,0.0
BOS,AL,7,1,36,11,2,0,1,6,6,7,11,4,4,4,2,0.3055555555555556,0.4222222222222222,0.4444444444444444,0.8666666666666667,1.0,0.0
BOS,AL,8,1,30,8,0,0,3,7,4,8,3,4,2,2,2,0.26666666666666666,0.3428571428571429,0.5666666666666667,0.9095238095238096,1.0,1.0
BOS,AL,5,0,34,7,2,0,1,5,3,9,5,6,9,9,1,0.2058823529411765,0.2702702702702703,0.35294117647058826,0.6232114467408585,0.0,1.0
BOS,AL,5,0,34,8,2,0,2,5,5,6,8,5,12,12,0,0.2352941176470588,0.35,0.4705882352941176,0.8205882352941176,0.0,0.0
BOS,AL,1,0,32,5,0,0,0,1,2,9,6,3,5,5,0,0.15625,0.2058823529411765,0.15625,0.3621323529411765,0.0,0.0
BOS,AL,1,0,29,4,1,0,0,1,4,3,5,4,3,3,1,0.13793103448275862,0.24242424242424246,0.1724137931034483,0.4148380355276907,0.0,0.0
BOS,AL,4,0,34,7,1,0,1,4,3,11,7,4,8,8,0,0.2058823529411765,0.2894736842105263,0.3235294117647059,0.6130030959752322,0.0,0.0
BOS,AL,0,0,30,4,0,0,0,0,4,4,7,2,1,1,0,0.13333333333333333,0.2352941176470588,0.13333333333333333,0.3686274509803922,0.0,0.0
BOS,AL,9,1,36,12,2,0,1,9,3,5,6,5,6,6,0,0.3333333333333333,0.38461538461538464,0.4722222222222222,0.8568376068376069,1.0,0.0
BOS,AL,4,1,36,10,3,0,0,4,4,7,10,4,8,8,1,0.2777777777777778,0.36585365853658536,0.3611111111111111,0.7269647696476964,0.0,1.0
BOS,AL,4,1,34,12,2,0,0,4,8,6,16,2,0,0,0,0.35294117647058826,0.4883720930232558,0.4117647058823529,0.9001367989056087,1.0,0.0
BOS,AL,5,1,35,10,2,2,1,5,7,4,11,4,15,15,2,0.2857142857142857,0.3953488372093023,0.5428571428571428,0.9382059800664452,0.0,1.0
BOS,AL,2,1,31,5,3,0,1,2,2,5,6,3,3,3,0,0.16129032258064516,0.2571428571428571,0.3548387096774194,0.6119815668202765,0.0,0.0
