Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev
20100518,ANA,AL,41,TEX,AL,40,7,8,51,ARL02,22358.0,35,9,1,0,2,7,0,0,1,2,0,13,1,1,0,0,4,4,8,8,1,0,24,12,1,0,2,0,33,12,4,0,3,8,0,0,0,4,1,2,1,2,2,0,5,6,7,7,0,0,27,5,1,0,1,0,odayd001,bellt002,felin001,weavj003,wilsc004,0.2571428571428571,0.36363636363636365,0.3157894736842105,0.43243243243243246,0.45714285714285713,0.7575757575757576,0.7729323308270677,1.19000819000819,0.0,0.0
20100519,ANA,AL,42,CHA,AL,39,3,2,54,CHI12,23271.0,29,3,0,0,1,2,0,0,0,3,0,8,0,2,1,0,2,3,2,2,0,0,27,7,0,1,0,0,31,6,2,0,1,2,1,1,0,2,0,6,0,0,0,0,6,3,2,2,0,0,27,12,3,0,1,0,saunj001,dankj001,fuenb001,saunj001,dankj001,0.10344827586206896,0.1935483870967742,0.1875,0.23529411764705882,0.20689655172413793,0.3548387096774194,0.3943965517241379,0.5901328273244781,1.0,0.0
20100520,ANA,AL,43,CHA,AL,40,6,5,54,CHI12,23515.0,35,11,2,0,1,5,0,1,0,3,0,9,1,1,1,0,6,4,4,4,0,0,27,5,1,0,1,0,37,12,1,0,0,5,0,0,1,4,0,7,0,0,1,0,10,3,6,6,1,0,27,8,0,0,1,0,sante001,peavj001,fuenb001,sante001,peavj001,0.3142857142857143,0.32432432432432434,0.358974358974359,0.40476190476190477,0.45714285714285713,0.35135135135135137,0.8161172161172161,0.7561132561132562,1.0,1.0
20100521,ANA,AL,44,SLN,NL,43,5,9,51,STL10,44111.0,33,8,1,0,1,4,1,1,2,2,0,5,1,0,0,0,7,4,9,9,0,0,24,11,0,1,0,0,34,11,3,2,2,9,0,0,1,4,2,7,0,1,0,0,6,5,5,5,1,0,27,14,1,0,0,0,mottj001,pinej001,,pinej001,pennb002,0.24242424242424243,0.3235294117647059,0.3157894736842105,0.41025641025641024,0.36363636363636365,0.7058823529411765,0.6794258373205742,1.1161387631975868,0.0,1.0
20100522,ANA,AL,45,SLN,NL,44,10,7,54,STL10,44091.0,38,13,5,0,1,10,0,0,0,5,0,5,0,0,2,0,6,3,5,5,0,0,27,8,3,0,0,0,36,8,3,0,1,5,0,0,0,3,0,6,1,0,0,0,5,3,10,10,0,0,27,9,1,0,2,0,kazms001,lohsk001,,kazms001,lohsk001,0.34210526315789475,0.2222222222222222,0.4186046511627907,0.28205128205128205,0.5526315789473685,0.3888888888888889,0.9712362301101592,0.670940170940171,1.0,0.0
20100523,ANA,AL,46,SLN,NL,45,5,6,58,STL10,42417.0,40,9,0,0,2,5,0,0,0,2,1,9,0,0,1,0,7,6,5,5,0,0,28,5,1,0,0,0,35,7,1,0,0,5,0,0,1,8,0,13,3,0,0,0,10,4,4,4,0,0,30,12,2,0,1,0,franr001,shies002,,weavj003,carpc002,0.225,0.2,0.2619047619047619,0.36363636363636365,0.375,0.22857142857142856,0.6369047619047619,0.5922077922077922,0.0,1.0
20100524,TOR,AL,47,ANA,AL,47,6,0,54,ANA01,35826.0,33,6,1,1,0,5,0,1,0,8,0,7,0,0,0,0,9,3,0,0,0,0,27,9,0,0,0,0,30,3,0,0,0,0,0,0,0,2,0,5,0,0,0,0,5,4,5,5,0,0,27,7,2,0,0,0,cecib001,saunj001,,cecib001,saunj001,0.18181818181818182,0.1,0.3333333333333333,0.15625,0.2727272727272727,0.1,0.606060606060606,0.25625,0.0,0.0
20100525,TOR,AL,48,ANA,AL,48,3,8,51,ANA01,43174.0,32,4,1,0,3,3,0,0,0,1,0,10,0,0,0,0,3,3,7,7,1,0,24,8,3,0,2,0,33,12,3,0,1,7,2,0,0,5,0,11,0,0,2,0,8,1,3,3,0,0,27,5,1,0,0,0,sante001,romer002,,romer002,sante001,0.125,0.36363636363636365,0.15151515151515152,0.4473684210526316,0.4375,0.5454545454545454,0.5890151515151515,0.992822966507177,1.0,0.0
20100526,TOR,AL,49,ANA,AL,49,5,6,53,ANA01,34504.0,33,6,3,0,0,5,0,0,0,4,0,11,0,0,1,0,5,5,6,6,0,0,26,9,0,0,0,0,31,8,3,0,1,6,0,1,1,6,2,8,0,1,0,0,7,4,4,4,0,0,27,11,1,0,1,0,fuenb001,downs001,,morrb001,pinej001,0.18181818181818182,0.25806451612903225,0.2702702702702703,0.38461538461538464,0.2727272727272727,0.45161290322580644,0.542997542997543,0.8362282878411911,1.0,1.0
20100528,SEA,AL,47,ANA,AL,50,8,3,54,ANA01,41770.0,36,11,3,0,1,7,0,1,1,3,0,4,0,0,0,0,6,2,2,2,0,0,27,6,1,0,0,0,33,5,1,0,0,3,0,0,0,2,0,10,0,0,0,0,5,4,7,7,0,0,27,12,1,0,0,0,lee-c003,kazms001,,lee-c003,kazms001,0.3055555555555556,0.15151515151515152,0.36585365853658536,0.2,0.4722222222222222,0.18181818181818182,0.8380758807588076,0.3818181818181817,0.0,1.0
20100529,SEA,AL,48,ANA,AL,51,1,5,58,ANA01,39382.0,34,4,0,0,0,0,0,0,0,3,0,10,4,0,0,0,6,2,4,4,0,0,28,9,1,0,1,0,36,8,2,0,2,5,0,0,1,4,1,7,1,0,1,0,8,3,0,0,0,0,30,9,1,0,1,0,fuenb001,leagb001,,hernf002,weavj003,0.11764705882352941,0.2222222222222222,0.1891891891891892,0.3170731707317073,0.11764705882352941,0.4444444444444444,0.3068362480127186,0.7615176151761518,1.0,0.0
20100530,SEA,AL,49,ANA,AL,52,7,9,52,ANA01,40017.0,37,13,1,0,1,7,0,0,0,7,1,5,0,0,1,0,10,5,8,8,0,0,25,5,1,0,0,0,33,10,1,0,3,9,0,0,0,9,0,5,1,1,0,1,9,5,7,7,0,0,27,9,0,0,1,0,rodnf001,aardd001,,sneli001,saunj001,0.35135135135135137,0.30303030303030304,0.45454545454545453,0.4523809523809524,0.4594594594594595,0.6060606060606061,0.914004914004914,1.0584415584415583,1.0,1.0
20100531,ANA,AL,53,KCA,AL,52,7,1,54,KAN06,24651.0,38,11,4,0,3,7,0,0,0,3,0,8,2,0,0,0,7,3,1,1,0,0,27,6,0,0,1,0,34,8,4,0,0,1,0,0,0,0,0,11,1,1,0,0,6,4,7,7,0,0,27,6,0,0,0,0,sante001,hochl001,,sante001,hochl001,0.2894736842105263,0.23529411764705882,0.34146341463414637,0.23529411764705882,0.631578947368421,0.35294117647058826,0.9730423620025674,0.5882352941176471,1.0,1.0
20100601,ANA,AL,54,KCA,AL,53,3,6,51,KAN06,15139.0,33,7,2,0,1,3,0,0,0,1,0,8,1,0,1,0,4,1,6,6,0,0,24,8,0,0,1,0,32,10,2,2,1,6,0,1,0,0,0,2,0,0,0,0,3,4,3,3,0,0,27,12,0,0,1,0,bannb001,pinej001,sorij001,pinej001,bannb001,0.21212121212121213,0.3125,0.23529411764705882,0.30303030303030304,0.36363636363636365,0.59375,0.5989304812834224,0.896780303030303,0.0,1.0
20100602,ANA,AL,55,KCA,AL,54,7,2,54,KAN06,12718.0,40,14,3,0,1,7,0,0,0,3,0,2,0,0,1,0,9,4,2,2,0,0,27,11,0,0,2,0,31,7,0,0,0,2,0,1,0,5,0,6,0,0,2,0,8,3,7,7,0,0,27,11,1,0,1,0,kazms001,davik002,,kazms001,davik002,0.35,0.22580645161290322,0.3953488372093023,0.32432432432432434,0.5,0.22580645161290322,0.8953488372093024,0.5501307759372276,1.0,0.0
20100603,ANA,AL,56,KCA,AL,55,5,4,54,KAN06,13621.0,37,12,4,0,1,5,0,1,0,5,0,11,3,1,0,0,11,4,4,4,1,0,27,10,1,0,1,0,33,7,1,0,1,4,0,0,0,4,0,11,1,0,1,0,6,4,5,5,0,0,27,5,1,0,1,0,weavj003,greiz001,fuenb001,weavj003,greiz001,0.32432432432432434,0.21212121212121213,0.3953488372093023,0.2972972972972973,0.5135135135135135,0.3333333333333333,0.9088623507228156,0.6306306306306306,1.0,1.0
20100604,ANA,AL,57,SEA,AL,54,7,1,54,SEA03,29230.0,32,8,2,0,2,7,1,1,0,4,0,1,0,0,1,0,4,3,1,1,1,0,27,14,0,0,3,0,33,9,1,0,0,1,0,0,0,2,0,5,1,0,3,0,7,4,6,6,0,0,27,10,1,0,1,0,saunj001,sneli001,,saunj001,sneli001,0.25,0.2727272727272727,0.32432432432432434,0.3142857142857143,0.5,0.30303030303030304,0.8243243243243243,0.6173160173160173,1.0,1.0
20100605,ANA,AL,58,SEA,AL,55,11,2,54,SEA03,31548.0,37,12,4,0,0,11,0,1,1,10,1,5,0,1,0,0,11,3,2,2,0,0,27,11,0,0,2,0,33,8,1,0,0,2,0,0,1,6,0,6,3,0,1,0,11,6,11,11,1,0,27,6,0,0,1,0,sante001,olsog003,,sante001,rowlr002,0.32432432432432434,0.24242424242424243,0.46938775510204084,0.375,0.43243243243243246,0.2727272727272727,0.9018201875344732,0.6477272727272727,1.0,1.0
20100606,ANA,AL,59,SEA,AL,56,9,4,54,SEA03,33076.0,47,18,5,1,2,8,0,0,0,1,0,7,0,0,0,0,12,4,4,4,0,0,27,11,0,0,0,0,38,12,4,1,0,4,0,0,0,4,1,7,0,0,0,0,11,6,8,8,0,0,27,3,2,0,0,0,pinej001,kells001,,pinej001,vargj001,0.3829787234042553,0.3157894736842105,0.3958333333333333,0.38095238095238093,0.6595744680851063,0.47368421052631576,1.0554078014184396,0.8546365914786966,1.0,1.0
20100607,ANA,AL,60,OAK,AL,59,4,2,54,OAK01,10071.0,33,6,1,1,1,4,1,0,0,1,0,8,1,0,0,0,4,4,1,1,0,0,27,9,1,1,0,0,35,7,2,1,1,2,0,0,1,2,0,9,0,0,0,0,9,3,3,3,0,0,27,12,2,0,0,0,kazms001,sheeb001,fuenb001,kazms001,sheeb001,0.18181818181818182,0.2,0.20588235294117646,0.2631578947368421,0.36363636363636365,0.4,0.5695187165775402,0.6631578947368422,1.0,1.0
20100608,ANA,AL,61,OAK,AL,60,1,10,51,OAK01,11860.0,35,8,1,0,0,1,0,0,0,0,0,8,1,0,0,0,7,2,10,10,1,0,24,6,0,0,0,0,42,18,0,0,2,10,0,0,0,1,0,8,3,0,0,0,9,5,1,1,0,0,27,9,0,0,0,0,mazzv001,weavj003,,weavj003,mazzv001,0.22857142857142856,0.42857142857142855,0.22857142857142856,0.4418604651162791,0.2571428571428571,0.5714285714285714,0.4857142857142857,1.0132890365448506,0.0,1.0
20100609,ANA,AL,62,OAK,AL,61,7,1,54,OAK01,18285.0,41,16,1,1,1,7,0,0,0,1,0,10,0,0,1,0,8,1,1,1,0,0,27,11,0,0,2,0,32,7,1,0,0,1,0,0,0,1,0,2,0,0,2,0,5,3,6,6,0,0,27,10,1,0,1,0,saunj001,bradd002,,saunj001,bradd002,0.3902439024390244,0.21875,0.40476190476190477,0.24242424242424243,0.5365853658536586,0.25,0.9413472706155632,0.4924242424242424,1.0,0.0
20100610,ANA,AL,63,OAK,AL,62,1,6,51,OAK01,12328.0,31,6,2,0,0,1,0,0,0,1,0,5,0,1,1,0,4,4,5,5,0,0,24,6,1,0,0,0,33,9,1,0,0,6,0,1,0,4,0,5,2,0,0,0,8,2,1,1,1,0,27,15,1,0,2,0,cahit001,sante001,,sante001,cahit001,0.1935483870967742,0.2727272727272727,0.21875,0.34210526315789475,0.25806451612903225,0.30303030303030304,0.4768145161290322,0.6451355661881978,0.0,1.0
20100611,ANA,AL,64,LAN,NL,61,10,1,54,LOS03,52407.0,39,13,3,0,1,10,0,0,1,4,0,7,0,0,1,0,7,1,1,1,0,0,27,14,0,0,1,0,31,5,0,1,1,1,0,0,0,1,0,7,0,0,1,0,4,4,10,10,1,0,27,14,0,0,1,0,pinej001,billc001,,pinej001,billc001,0.3333333333333333,0.16129032258064516,0.4090909090909091,0.1875,0.48717948717948717,0.3225806451612903,0.8962703962703963,0.5100806451612903,1.0,0.0
20100612,ANA,AL,65,LAN,NL,62,4,2,54,LOS03,52806.0,34,9,3,0,1,4,0,0,0,4,1,5,0,0,2,0,7,5,2,2,0,0,27,4,0,0,0,0,32,5,3,0,0,2,0,0,0,6,0,9,0,0,0,0,9,3,4,4,0,0,27,18,0,0,2,0,kazms001,ely-j001,fuenb001,kazms001,ely-j001,0.2647058823529412,0.15625,0.34210526315789475,0.2894736842105263,0.4411764705882353,0.25,0.78328173374613,0.5394736842105263,1.0,1.0
20100613,ANA,AL,66,LAN,NL,63,6,5,54,LOS03,52776.0,35,12,2,0,2,6,0,0,0,5,0,7,3,1,1,0,7,4,5,5,0,0,27,7,0,0,1,0,34,9,4,0,1,5,0,0,0,3,0,10,1,1,1,0,5,6,6,6,1,0,27,12,1,0,1,0,weavj003,monac001,fuenb001,weavj003,monac001,0.34285714285714286,0.2647058823529412,0.425,0.32432432432432434,0.5714285714285714,0.47058823529411764,0.9964285714285714,0.7949125596184421,1.0,1.0
20100614,MIL,NL,64,ANA,AL,67,12,2,54,ANA01,39289.0,38,12,3,0,2,10,0,0,2,5,0,4,1,0,1,0,6,3,2,2,1,0,27,14,0,0,1,0,31,4,2,0,0,2,0,0,2,3,0,6,0,0,1,0,7,3,11,11,1,0,27,11,2,1,1,0,wolfr001,saunj001,,wolfr001,saunj001,0.3157894736842105,0.12903225806451613,0.4222222222222222,0.25,0.5526315789473685,0.1935483870967742,0.9748538011695906,0.4435483870967742,0.0,1.0
20100615,MIL,NL,65,ANA,AL,68,7,1,54,ANA01,37484.0,39,12,2,0,1,6,0,0,1,3,0,12,1,0,0,1,10,3,1,1,0,0,27,15,1,0,1,0,32,7,3,0,0,1,0,0,1,1,0,3,0,1,1,0,6,3,7,7,2,0,27,8,1,0,0,0,bushd001,sante001,,bushd001,sante001,0.3076923076923077,0.21875,0.37209302325581395,0.2647058823529412,0.4358974358974359,0.3125,0.8079904591532499,0.5772058823529411,0.0,0.0
20100616,MIL,NL,66,ANA,AL,69,1,5,51,ANA01,37416.0,30,3,1,0,1,1,0,0,0,2,0,6,0,0,0,0,4,5,5,5,0,0,24,13,1,0,3,0,30,9,0,0,2,5,0,1,1,2,0,6,1,0,3,0,5,2,1,1,0,0,27,11,0,0,0,0,pinej001,narvc001,,narvc001,pinej001,0.1,0.3,0.15625,0.35294117647058826,0.23333333333333334,0.5,0.3895833333333333,0.8529411764705883,1.0,0.0
20100618,ANA,AL,70,CHN,NL,67,7,6,54,CHI11,39729.0,33,7,1,0,2,6,3,0,0,2,0,7,2,0,1,0,4,4,6,6,0,0,27,10,0,1,0,0,33,7,1,0,3,6,0,1,1,6,1,4,0,0,0,0,8,4,3,3,1,0,27,15,3,0,1,0,kazms001,silvc001,rodnf001,kazms001,silvc001,0.21212121212121213,0.21212121212121213,0.2571428571428571,0.34146341463414637,0.42424242424242425,0.5151515151515151,0.6813852813852814,0.8566149297856616,1.0,1.0
20100619,ANA,AL,71,CHN,NL,68,12,0,54,CHI11,40008.0,42,15,3,0,2,11,0,0,0,8,1,10,1,0,2,0,11,2,0,0,1,0,27,8,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,4,8,8,1,0,27,7,2,0,2,0,weavj003,lillt001,,weavj003,lillt001,0.35714285714285715,0.06666666666666667,0.46,0.06666666666666667,0.5714285714285714,0.06666666666666667,1.0314285714285714,0.13333333333333333,1.0,1.0
20100620,ANA,AL,72,CHN,NL,69,1,12,51,CHI11,39850.0,34,10,2,0,0,1,0,0,0,1,0,10,1,1,2,0,7,5,9,9,0,0,24,7,2,0,0,0,43,18,6,0,1,11,0,1,0,3,0,6,0,0,0,0,11,3,1,1,0,1,27,11,1,0,3,0,zambc001,saunj001,,saunj001,zambc001,0.29411764705882354,0.4186046511627907,0.3142857142857143,0.44680851063829785,0.35294117647058826,0.627906976744186,0.6672268907563026,1.074715487382484,0.0,1.0
20100622,LAN,NL,70,ANA,AL,73,3,6,51,ANA01,41595.0,37,10,2,0,1,3,0,0,0,2,0,6,1,0,1,0,9,3,6,6,0,1,24,7,1,0,1,0,30,8,2,0,1,6,0,0,0,3,0,9,0,0,1,0,3,3,3,3,1,0,27,6,2,0,1,0,sante001,kersc001,fuenb001,kersc001,sante001,0.2702702702702703,0.26666666666666666,0.3076923076923077,0.3333333333333333,0.40540540540540543,0.43333333333333335,0.7130977130977132,0.7666666666666666,1.0,0.0
20100623,LAN,NL,71,ANA,AL,74,1,2,51,ANA01,41001.0,34,8,1,0,0,1,0,0,0,2,0,7,0,0,0,0,8,2,1,1,0,0,24,12,2,0,2,0,27,4,2,0,0,2,1,0,0,3,0,8,0,0,2,0,5,3,1,1,0,0,27,11,1,0,0,0,pinej001,ely-j001,fuenb001,ely-j001,pinej001,0.23529411764705882,0.14814814814814814,0.2777777777777778,0.23333333333333334,0.2647058823529412,0.2222222222222222,0.542483660130719,0.4555555555555556,1.0,1.0
20100624,LAN,NL,72,ANA,AL,75,10,6,54,ANA01,44043.0,41,15,3,0,0,10,0,1,1,4,1,7,0,1,0,0,10,7,6,6,1,0,27,14,0,0,0,0,35,12,2,0,1,6,0,0,0,6,0,10,0,3,0,0,8,5,9,9,1,0,27,6,1,0,0,0,weavj002,kazms001,,haegc001,kazms001,0.36585365853658536,0.34285714285714286,0.425531914893617,0.43902439024390244,0.43902439024390244,0.4857142857142857,0.8645563051375195,0.924738675958188,0.0,1.0
20100625,COL,NL,73,ANA,AL,76,4,3,66,ANA01,37228.0,43,10,1,0,1,4,0,0,0,4,1,16,2,0,0,0,10,5,3,3,0,0,33,17,0,0,1,0,38,8,2,0,0,3,1,1,0,3,0,5,1,0,1,0,7,6,4,4,1,0,33,5,1,1,0,0,belim001,rodrf005,corpm001,franj003,weavj003,0.23255813953488372,0.21052631578947367,0.2978723404255319,0.2619047619047619,0.32558139534883723,0.2631578947368421,0.6234537357743691,0.525062656641604,0.0,0.0
20100626,COL,NL,74,ANA,AL,77,2,4,51,ANA01,39225.0,30,5,1,0,1,2,0,0,0,3,0,9,0,1,0,0,4,1,3,3,0,0,24,15,1,0,1,0,28,4,0,0,1,4,0,0,0,1,0,3,0,0,1,0,1,3,2,2,0,0,27,9,0,0,1,0,saunj001,cooka002,fuenb001,cooka002,saunj001,0.16666666666666666,0.14285714285714285,0.24242424242424243,0.1724137931034483,0.3,0.25,0.5424242424242425,0.4224137931034483,1.0,0.0
20100627,COL,NL,75,ANA,AL,78,3,10,51,ANA01,37314.0,35,10,2,0,1,3,0,0,0,1,0,8,0,1,0,0,6,3,7,7,0,0,24,5,2,0,1,0,33,9,1,1,2,9,0,0,0,5,1,13,0,0,1,0,4,4,3,3,0,0,27,6,0,0,0,0,sante001,chacj001,,chacj001,sante001,0.2857142857142857,0.2727272727272727,0.3055555555555556,0.3684210526315789,0.42857142857142855,0.5454545454545454,0.7341269841269842,0.9138755980861244,1.0,1.0
20100629,TEX,AL,76,ANA,AL,79,5,6,51,ANA01,38514.0,37,12,0,0,2,5,0,1,0,2,0,6,3,1,0,1,9,4,6,6,1,0,24,6,0,0,0,0,34,11,1,0,1,6,0,0,0,5,1,3,2,0,0,0,9,4,5,5,0,0,27,9,1,0,0,0,pinej001,felds001,fuenb001,felds001,pinej001,0.32432432432432434,0.3235294117647059,0.35,0.41025641025641024,0.4864864864864865,0.4411764705882353,0.8364864864864865,0.8514328808446455,1.0,1.0
20100630,TEX,AL,77,ANA,AL,80,6,4,54,ANA01,41867.0,35,9,3,0,2,6,0,0,1,2,1,4,0,0,2,0,5,4,4,4,1,0,27,8,0,0,0,0,33,8,1,0,1,4,1,0,2,4,0,8,4,0,0,0,9,3,6,6,0,0,27,10,1,0,2,0,nippd001,kazms001,felin001,belto001,kazms001,0.2571428571428571,0.24242424242424243,0.3157894736842105,0.358974358974359,0.5142857142857142,0.36363636363636365,0.8300751879699247,0.7226107226107226,0.0,1.0
20100701,TEX,AL,78,ANA,AL,81,1,2,51,ANA01,41162.0,32,4,1,0,0,1,0,0,1,3,1,7,0,0,0,0,8,4,2,2,0,0,24,9,1,0,0,0,28,6,2,0,0,2,0,0,0,4,0,5,0,2,0,0,6,3,1,1,0,0,27,6,1,0,0,0,weavj003,wilsc004,fuenb001,wilsc004,weavj003,0.125,0.21428571428571427,0.2222222222222222,0.3125,0.15625,0.2857142857142857,0.3784722222222222,0.5982142857142857,1.0,0.0
20100702,KCA,AL,80,ANA,AL,82,2,1,60,ANA01,40005.0,37,9,2,0,0,2,1,0,0,3,1,5,1,0,0,0,9,4,1,1,0,0,30,17,1,0,1,0,37,9,0,0,0,1,0,0,0,4,0,4,2,0,1,0,10,3,2,2,0,0,30,11,0,0,1,0,tejer001,shies002,sorij001,davik002,saunj001,0.24324324324324326,0.24324324324324326,0.3,0.3170731707317073,0.2972972972972973,0.24324324324324326,0.5972972972972973,0.5603164139749506,0.0,1.0
20100703,KCA,AL,81,ANA,AL,83,4,2,54,ANA01,39112.0,33,7,0,0,0,3,1,0,2,3,0,4,1,0,0,0,8,3,2,2,0,0,27,12,0,0,0,0,29,4,0,0,1,2,1,1,0,2,1,5,0,0,0,0,4,2,4,4,1,0,27,7,0,0,0,0,chenb001,sante001,sorij001,chenb001,sante001,0.21212121212121213,0.13793103448275862,0.3157894736842105,0.1875,0.21212121212121213,0.2413793103448276,0.5279106858054227,0.4288793103448276,0.0,0.0
20100704,KCA,AL,82,ANA,AL,84,0,11,51,ANA01,42116.0,34,8,1,0,0,0,0,0,0,4,0,4,0,0,2,0,11,4,11,11,0,0,24,10,1,0,1,0,35,14,0,0,3,11,0,2,1,3,0,4,0,0,1,0,6,3,0,0,0,0,27,16,1,0,2,0,pinej001,lerea001,,lerea001,pinej001,0.23529411764705882,0.4,0.3157894736842105,0.43902439024390244,0.2647058823529412,0.6571428571428571,0.5804953560371517,1.0961672473867596,1.0,0.0
20100705,ANA,AL,85,CHA,AL,81,2,9,51,CHI12,38092.0,31,6,2,0,0,2,0,0,0,5,0,6,1,0,2,0,7,2,8,8,2,0,24,11,2,0,2,0,32,9,0,0,4,9,0,0,0,5,0,5,2,0,2,0,4,4,2,2,0,0,27,17,0,0,2,0,floyg001,kazms001,sants001,kazms001,floyg001,0.1935483870967742,0.28125,0.3055555555555556,0.3783783783783784,0.25806451612903225,0.65625,0.5636200716845878,1.0346283783783785,0.0,1.0
20100706,ANA,AL,86,CHA,AL,82,1,4,51,CHI12,21889.0,32,9,0,0,0,1,0,0,0,3,0,6,0,2,2,0,7,3,4,4,0,0,24,7,0,0,0,0,31,8,4,0,2,4,0,1,0,2,0,9,2,0,0,0,6,5,1,1,0,0,27,13,0,0,2,0,penat003,weavj003,jenkb001,weavj003,peavj001,0.28125,0.25806451612903225,0.34285714285714286,0.29411764705882354,0.28125,0.5806451612903226,0.6241071428571429,0.8747628083491461,0.0,0.0
20100707,ANA,AL,87,CHA,AL,83,2,5,51,CHI12,21135.0,31,5,0,0,0,1,0,0,2,2,0,10,1,1,1,1,7,3,5,5,0,0,24,10,0,1,1,0,33,12,3,0,0,5,0,0,0,2,0,5,0,2,1,0,6,5,0,0,0,0,27,8,5,0,1,0,garcf002,saunj001,jenkb001,saunj001,garcf002,0.16129032258064516,0.36363636363636365,0.2571428571428571,0.4,0.16129032258064516,0.45454545454545453,0.4184331797235023,0.8545454545454545,0.0,0.0
20100708,ANA,AL,88,CHA,AL,84,0,1,51,CHI12,27734.0,30,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,1,1,0,0,24,8,0,0,1,0,24,3,1,0,0,1,0,1,1,3,0,4,0,1,1,0,4,1,0,0,0,0,27,8,1,0,0,0,dankj001,sante001,,sante001,dankj001,0.06666666666666667,0.125,0.06666666666666667,0.2413793103448276,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.4080459770114943,0.0,0.0
20100709,ANA,AL,89,OAK,AL,87,6,5,60,OAK01,13156.0,36,8,0,0,3,6,0,1,0,5,1,8,1,0,1,0,6,4,5,5,1,0,30,16,1,0,0,0,41,11,4,1,1,4,0,0,0,0,0,8,0,0,0,0,6,3,6,6,0,0,30,13,1,1,1,0,jepsk001,baila001,fuenb001,pinej001,mazzv001,0.2222222222222222,0.2682926829268293,0.30952380952380953,0.2682926829268293,0.4722222222222222,0.4878048780487805,0.7817460317460317,0.7560975609756098,1.0,0.0
20100710,ANA,AL,90,OAK,AL,88,1,15,51,OAK01,30035.0,31,4,1,1,0,1,0,0,0,2,0,8,0,0,0,0,5,4,15,15,2,0,24,10,0,0,0,0,40,16,4,1,3,14,0,0,1,3,1,3,1,0,0,0,5,4,1,1,0,0,27,7,0,0,0,0,sheeb001,kazms001,,kazms001,sheeb001,0.12903225806451613,0.4,0.18181818181818182,0.45454545454545453,0.22580645161290322,0.775,0.40762463343108507,1.2295454545454545,0.0,1.0
20100711,ANA,AL,91,OAK,AL,89,2,5,51,OAK01,15164.0,36,9,1,0,1,2,0,0,1,2,0,6,1,0,2,0,10,3,5,5,1,0,24,7,1,1,0,0,33,9,2,0,1,5,0,0,0,1,0,11,2,0,0,0,5,4,1,1,0,0,27,13,1,0,2,0,cahit001,weavj003,baila001,weavj003,cahit001,0.25,0.2727272727272727,0.3076923076923077,0.29411764705882354,0.3611111111111111,0.42424242424242425,0.6688034188034189,0.7183600713012478,0.0,0.0
20100715,SEA,AL,89,ANA,AL,92,3,8,51,ANA01,41959.0,34,7,3,0,0,3,0,0,0,2,0,6,0,0,0,0,6,4,8,8,0,0,24,13,0,0,1,0,38,16,4,0,0,8,0,0,0,2,0,3,0,0,1,0,8,3,3,3,0,0,27,9,1,0,0,0,pinej001,fistd001,,fistd001,pinej001,0.20588235294117646,0.42105263157894735,0.25,0.45,0.29411764705882354,0.5263157894736842,0.5441176470588236,0.9763157894736842,1.0,0.0
20100716,SEA,AL,90,ANA,AL,93,2,3,51,ANA01,41449.0,32,7,0,0,1,2,0,0,0,0,0,6,1,2,0,0,3,1,3,3,0,0,24,11,1,0,2,0,31,10,4,0,0,2,0,0,1,0,0,3,1,0,2,0,5,3,2,2,1,0,27,9,0,0,0,0,weavj003,hernf002,fuenb001,hernf002,weavj003,0.21875,0.3225806451612903,0.21875,0.34375,0.3125,0.45161290322580644,0.53125,0.7953629032258065,1.0,1.0
