Date,Visting Team,League,Visiting Team Game Number,Home Team,League.1,Home Team Game Number,Visiting Team Score,Home Team Score,Length of Game in Outs,Park ID,Attendance,Visting Team At-Bats,Visting Team Hits,Visting Team Doubles,Visting Team Triples,Visting Team Home-Runs,Visting Team RBI,Visiting Team Sac Hits,Visting Team Sac Flys,Visting Team HBP,Visting Team Walks,Visting Team Int Walks,Visting Team Strikeouts,Visting Team Stolen Bases,Visting Team Caught Stealing,Visting Team G Double Play,Visting Team Awarded First on Interference,Visiting Team LOB,Visting Team Pitchers Used,Visting Team Ind ER,Visting Team Team ER,Visting Team Wild Pitches,Visting Team Balks,Visting Team Put-outs,Visting Team Assists,Visting Team Errors,Visting Team Passed Balls,Visting Team Double Plays,Visting Team Triple Plays,Home Team At-Bats,Home Team Hits,Home Team Doubles,Home Team Triples,Home Team Home-Runs,Home Team RBI,Home Team Sac Hits,Home Team Sac Flys,Home Team HBP,Home Team Walks,Home Team Int Walks,Home Team Strikeouts,Home Team Stolen Bases,Home Team Caught Stealing,Home Team G Double Play,Home Team Awarded First on Interference,Home Team LOB,Home Team Pitchers Used,Home Team Ind ER,Home Team Team ER,Home Team Wild Pitches,Home Team Balks,Home Team Put-outs,Home Team Assists,Home Team Errors,Home Team Passed Balls,Home Team Double Plays,Home Team Triple Plays,Winning Pitcher ID,Losing Pitcher ID,Saving Pitcher ID,Visiting Starter Pitcher ID,Home Starter Pitcher ID,Visiting Team Batting Average,Home Team Batting Average,Visiting Team OBP,Home Team OBP,Visiting Team Slugging,Home Team Slugging,Visiting Team OPS,Home Team OPS,Win,wonPrev
20110925,OAK,AL,159,ANA,AL,159,6,5,54,ANA01,40794.0,35,10,1,0,1,5,0,2,0,2,1,5,1,0,1,0,6,4,5,5,0,0,27,9,0,0,0,0,34,9,1,1,2,5,1,0,0,4,0,7,3,1,0,0,7,5,4,4,0,0,27,9,1,0,1,0,delof001,waldj001,baila001,hardr001,pinej001,0.2857142857142857,0.2647058823529412,0.3076923076923077,0.34210526315789475,0.4,0.5294117647058824,0.7076923076923077,0.8715170278637772,0.0,1.0
20110926,TEX,AL,160,ANA,AL,160,4,3,54,ANA01,39716.0,36,10,1,0,1,3,0,0,0,2,0,9,1,0,1,0,7,6,2,2,0,0,27,6,0,1,1,0,34,8,1,0,0,3,0,0,0,5,0,8,2,0,0,0,9,2,3,3,0,0,27,9,1,1,1,0,hambm001,hared001,felin001,wilsc004,hared001,0.2777777777777778,0.23529411764705882,0.3157894736842105,0.3333333333333333,0.3888888888888889,0.2647058823529412,0.7046783625730995,0.5980392156862745,0.0,0.0
20110927,TEX,AL,161,ANA,AL,161,10,3,54,ANA01,39529.0,39,15,2,0,5,10,0,1,0,3,0,3,2,0,1,0,6,4,3,3,0,0,27,7,1,0,1,0,33,7,1,1,0,2,0,1,0,2,0,8,2,0,1,0,6,4,10,10,0,0,27,16,0,0,1,0,lewic001,chatt001,,lewic001,chatt001,0.38461538461538464,0.21212121212121213,0.4186046511627907,0.25,0.8205128205128205,0.30303030303030304,1.2391174716756113,0.553030303030303,0.0,0.0
20110928,TEX,AL,162,ANA,AL,162,3,1,54,ANA01,39612.0,29,6,0,0,2,3,1,0,0,4,1,1,1,1,0,0,4,4,1,1,0,0,27,9,0,0,0,0,33,8,2,0,0,1,1,1,0,1,0,7,0,0,0,0,8,4,3,3,0,0,27,13,0,0,0,0,adamm001,waldj001,felin001,harrm001,richg002,0.20689655172413793,0.24242424242424243,0.30303030303030304,0.2571428571428571,0.41379310344827586,0.30303030303030304,0.7168234064785789,0.5601731601731601,0.0,0.0
20120406,KCA,AL,1,ANA,AL,1,0,5,51,ANA01,44106.0,31,4,1,0,0,0,0,0,0,0,0,11,0,0,0,0,4,3,5,5,1,0,24,9,0,0,2,0,31,9,1,1,0,5,0,0,0,1,1,8,0,1,1,0,3,2,0,0,0,0,27,8,2,0,0,0,weavj003,crowa001,,chenb001,weavj003,0.12903225806451613,0.2903225806451613,0.12903225806451613,0.3125,0.16129032258064516,0.3870967741935484,0.29032258064516125,0.6995967741935484,1.0,0.0
20120407,KCA,AL,2,ANA,AL,2,6,3,54,ANA01,40022.0,35,12,3,0,2,5,1,1,0,2,0,9,1,0,1,0,6,4,3,3,0,0,27,11,1,0,2,0,31,9,3,0,0,3,0,1,0,2,0,6,0,0,2,0,4,5,5,5,0,0,27,8,1,0,1,0,hochl001,hared001,,hochl001,hared001,0.34285714285714286,0.2903225806451613,0.3684210526315789,0.3235294117647059,0.6,0.3870967741935484,0.9684210526315788,0.7106261859582543,0.0,1.0
20120408,KCA,AL,3,ANA,AL,3,7,3,54,ANA01,32227.0,36,10,2,0,2,7,0,0,1,2,0,5,2,0,0,0,5,5,3,3,2,1,27,11,1,0,1,0,38,11,3,0,1,3,0,0,0,4,0,10,0,0,1,0,12,5,6,6,2,0,27,13,1,0,1,0,sancj002,sante001,broxj001,sancj002,sante001,0.2777777777777778,0.2894736842105263,0.3333333333333333,0.35714285714285715,0.5,0.4473684210526316,0.8333333333333333,0.8045112781954887,0.0,0.0
20120409,ANA,AL,4,MIN,AL,4,5,1,54,MIN04,39414.0,33,6,2,0,0,5,1,0,0,2,0,6,0,0,0,0,4,3,1,1,1,0,27,21,0,0,3,0,29,5,0,0,1,1,0,0,1,4,0,5,0,0,2,0,6,4,5,5,0,0,27,15,2,0,0,0,wilsc004,blacn001,,wilsc004,blacn001,0.18181818181818182,0.1724137931034483,0.22857142857142856,0.29411764705882354,0.24242424242424243,0.27586206896551724,0.470995670995671,0.5699797160243407,1.0,0.0
20120411,ANA,AL,5,MIN,AL,5,5,6,51,MIN04,31413.0,34,8,3,0,1,5,0,0,0,0,0,5,1,0,0,0,2,4,6,6,0,0,24,6,0,0,1,0,32,9,1,1,1,6,0,0,0,1,0,8,0,0,1,0,3,4,5,5,0,0,27,17,0,0,0,0,grayj002,takah001,cappm001,weavj003,pavac001,0.23529411764705882,0.28125,0.23529411764705882,0.30303030303030304,0.4117647058823529,0.46875,0.6470588235294117,0.771780303030303,0.0,1.0
20120412,ANA,AL,6,MIN,AL,6,9,10,51,MIN04,31782.0,39,13,2,0,1,8,1,0,0,4,0,5,5,0,0,0,8,5,10,10,1,0,24,5,0,0,0,0,43,20,3,0,3,10,0,1,0,3,0,9,2,0,0,0,13,6,8,8,1,0,27,9,1,0,0,0,grayj002,thomr006,cappm001,hared001,lirif001,0.3333333333333333,0.46511627906976744,0.3953488372093023,0.48936170212765956,0.46153846153846156,0.7441860465116279,0.8568872987477638,1.2335477486392874,0.0,0.0
20120413,ANA,AL,7,NYA,AL,7,0,5,51,NYC21,49386.0,29,5,0,0,0,0,0,0,0,2,0,7,1,0,3,0,4,3,5,5,0,0,24,12,0,1,0,0,31,8,2,0,2,5,0,0,0,3,0,6,2,0,0,0,5,2,0,0,0,0,27,12,0,0,3,0,kuroh001,sante001,,sante001,kuroh001,0.1724137931034483,0.25806451612903225,0.22580645161290322,0.3235294117647059,0.1724137931034483,0.5161290322580645,0.3982202447163515,0.8396584440227703,0.0,0.0
20120414,ANA,AL,8,NYA,AL,8,7,1,54,NYC21,46829.0,36,9,1,0,3,7,0,0,0,4,0,10,0,0,0,0,6,4,1,1,0,0,27,6,2,0,0,0,35,6,0,0,0,1,0,0,1,2,0,6,0,0,0,0,10,3,7,7,1,0,27,4,0,0,0,0,wilsc004,hughp001,,wilsc004,hughp001,0.25,0.17142857142857143,0.325,0.23684210526315788,0.5277777777777778,0.17142857142857143,0.8527777777777779,0.4082706766917293,1.0,0.0
20120415,ANA,AL,9,NYA,AL,9,5,11,51,NYC21,41055.0,37,11,2,1,2,5,0,0,0,5,0,11,1,0,1,0,10,4,11,11,0,0,24,15,0,0,1,0,33,12,3,0,2,11,0,1,0,7,0,3,2,1,1,0,6,4,5,5,0,0,27,7,0,1,1,0,novai001,willj003,,willj003,novai001,0.2972972972972973,0.36363636363636365,0.38095238095238093,0.4634146341463415,0.5675675675675675,0.6363636363636364,0.9485199485199484,1.099778270509978,0.0,1.0
20120416,OAK,AL,11,ANA,AL,10,0,6,51,ANA01,27338.0,35,6,2,0,0,0,0,0,0,2,0,7,1,0,0,0,10,2,6,6,1,0,24,9,0,0,1,0,33,11,3,0,1,5,0,0,1,3,0,4,0,0,0,0,7,4,0,0,0,0,27,9,2,0,0,0,weavj003,mccab001,,mccab001,weavj003,0.17142857142857143,0.3333333333333333,0.21621621621621623,0.40540540540540543,0.22857142857142856,0.5151515151515151,0.4447876447876448,0.9205569205569206,1.0,0.0
20120417,OAK,AL,12,ANA,AL,11,5,3,54,ANA01,41016.0,34,8,2,0,1,5,0,0,0,2,0,5,1,0,1,0,4,4,3,3,1,0,27,18,1,0,1,0,35,9,0,0,1,3,0,0,0,0,0,5,0,0,1,0,5,4,5,5,0,0,27,14,0,0,1,0,fuenb001,jepsk001,balfg001,rosst001,hared001,0.23529411764705882,0.2571428571428571,0.2777777777777778,0.2571428571428571,0.38235294117647056,0.34285714285714286,0.6601307189542484,0.6,0.0,1.0
20120418,OAK,AL,13,ANA,AL,12,6,0,54,ANA01,27217.0,37,10,2,0,2,6,0,0,0,6,0,8,2,0,0,0,10,2,0,0,0,0,27,9,1,0,0,0,32,4,1,0,0,0,0,0,0,1,0,6,0,0,0,0,6,4,6,6,0,0,27,7,0,0,0,0,colob001,sante001,,colob001,sante001,0.2702702702702703,0.125,0.37209302325581395,0.15151515151515152,0.4864864864864865,0.15625,0.8585795097423005,0.3077651515151515,0.0,0.0
20120419,OAK,AL,14,ANA,AL,13,4,2,54,ANA01,27864.0,31,3,1,0,0,2,0,0,1,3,0,9,0,1,0,0,4,6,2,2,0,0,27,10,1,0,1,0,37,10,4,0,0,2,0,0,0,3,0,7,0,0,1,0,11,4,3,3,0,0,27,7,3,0,0,0,milot001,wilsc004,balfg001,milot001,wilsc004,0.0967741935483871,0.2702702702702703,0.2,0.325,0.12903225806451613,0.3783783783783784,0.3290322580645161,0.7033783783783785,0.0,0.0
20120420,BAL,AL,14,ANA,AL,14,3,6,51,ANA01,32272.0,34,7,2,0,1,3,0,0,0,3,0,8,0,0,0,0,7,3,4,4,0,0,24,6,3,0,1,0,36,11,5,0,0,5,0,0,0,3,1,10,0,0,0,0,9,4,3,3,1,0,27,10,0,0,0,0,willj003,matub001,waldj001,matub001,willj003,0.20588235294117646,0.3055555555555556,0.2702702702702703,0.358974358974359,0.35294117647058826,0.4444444444444444,0.6232114467408585,0.8034188034188035,1.0,0.0
20120421,BAL,AL,15,ANA,AL,15,3,6,51,ANA01,38054.0,31,5,0,1,1,3,0,0,0,0,0,5,0,0,1,0,1,4,5,5,1,1,24,8,3,0,0,0,35,10,1,0,0,6,0,0,0,3,0,6,0,0,0,0,8,1,3,3,0,0,27,10,0,0,1,0,weavj003,arrij001,,arrij001,weavj003,0.16129032258064516,0.2857142857142857,0.16129032258064516,0.34210526315789475,0.3225806451612903,0.3142857142857143,0.4838709677419355,0.656390977443609,1.0,1.0
20120422,BAL,AL,16,ANA,AL,16,3,2,60,ANA01,38221.0,36,9,0,0,0,3,1,0,0,3,0,9,1,2,0,0,7,4,2,2,0,0,30,11,0,0,2,0,35,7,3,0,1,2,0,0,0,3,0,10,0,0,2,0,6,4,3,3,0,0,30,13,0,0,0,0,strop001,hawkl001,johnj010,chenw001,hared001,0.25,0.2,0.3076923076923077,0.2631578947368421,0.25,0.37142857142857144,0.5576923076923077,0.6345864661654135,0.0,1.0
20120424,ANA,AL,17,TBA,AL,17,0,5,51,STP01,14933.0,31,5,0,0,0,0,0,0,0,1,0,6,1,0,1,0,5,3,5,5,1,0,24,7,0,0,1,0,30,8,0,0,4,5,0,1,0,1,0,9,1,0,1,0,3,1,0,0,0,0,27,10,0,0,1,0,pricd001,sante001,,sante001,pricd001,0.16129032258064516,0.26666666666666666,0.1875,0.28125,0.16129032258064516,0.6666666666666666,0.34879032258064513,0.9479166666666666,0.0,0.0
20120425,ANA,AL,18,TBA,AL,18,2,3,51,STP01,14638.0,32,7,2,0,1,1,0,0,0,3,0,7,0,2,1,1,7,2,3,3,0,0,24,5,1,0,0,0,30,6,1,0,1,3,1,0,0,6,2,12,3,0,0,0,10,4,1,1,0,0,27,12,2,0,2,0,hellj001,wilsc004,rodnf001,wilsc004,hellj001,0.21875,0.2,0.2857142857142857,0.3333333333333333,0.375,0.3333333333333333,0.6607142857142857,0.6666666666666666,0.0,0.0
20120426,ANA,AL,19,TBA,AL,19,3,4,52,STP01,15417.0,33,7,1,0,1,3,0,0,0,2,0,10,0,0,0,0,5,3,4,4,0,0,25,16,0,0,1,0,30,7,2,1,1,4,0,0,1,4,0,6,2,0,0,0,6,4,2,2,1,0,27,8,1,0,0,0,gomeb001,waldj001,,willj003,moorm003,0.21212121212121213,0.23333333333333334,0.2571428571428571,0.34285714285714286,0.3333333333333333,0.4666666666666667,0.5904761904761904,0.8095238095238095,0.0,0.0
20120427,ANA,AL,20,CLE,AL,18,2,3,52,CLE08,12597.0,30,4,0,0,1,2,0,0,0,5,0,7,0,0,0,0,6,5,3,3,0,0,25,11,0,0,4,0,35,15,3,0,0,3,0,0,0,4,0,8,0,2,2,0,11,2,2,2,2,0,27,15,0,0,0,0,pestv001,carpd002,,weavj003,mastj001,0.13333333333333333,0.42857142857142855,0.2571428571428571,0.48717948717948717,0.23333333333333334,0.5142857142857142,0.4904761904761905,1.0014652014652017,0.0,0.0
20120428,ANA,AL,21,CLE,AL,19,2,1,54,CLE08,11316.0,33,6,0,0,1,2,0,0,0,2,0,10,0,0,0,0,6,2,1,1,1,0,27,7,0,0,0,0,31,4,1,0,0,1,0,0,0,2,0,8,0,0,0,0,5,3,2,2,0,0,27,10,0,1,0,0,hared001,gomej002,downs001,hared001,gomej002,0.18181818181818182,0.12903225806451613,0.22857142857142856,0.18181818181818182,0.2727272727272727,0.16129032258064516,0.5012987012987012,0.3431085043988269,1.0,0.0
20120429,ANA,AL,22,CLE,AL,20,0,4,51,CLE08,15421.0,29,3,0,0,0,0,0,0,0,3,0,4,1,0,0,0,5,2,3,3,0,0,24,7,1,0,2,0,31,10,2,0,0,3,1,1,0,2,0,3,0,0,1,0,7,3,0,0,0,0,27,11,1,0,1,0,lowed001,sante001,,sante001,lowed001,0.10344827586206896,0.3225806451612903,0.1875,0.35294117647058826,0.10344827586206896,0.3870967741935484,0.2909482758620689,0.7400379506641366,0.0,1.0
20120430,MIN,AL,22,ANA,AL,23,3,4,51,ANA01,27027.0,35,8,1,0,0,3,0,0,1,1,0,4,2,0,0,0,7,3,4,4,0,0,24,8,0,0,1,0,31,8,2,0,2,4,0,0,0,1,0,2,0,0,0,0,4,3,3,3,0,0,27,14,0,0,0,0,wilsc004,blacn001,downs001,blacn001,wilsc004,0.22857142857142856,0.25806451612903225,0.2702702702702703,0.28125,0.2571428571428571,0.5161290322580645,0.5274131274131274,0.7973790322580645,1.0,0.0
20120501,MIN,AL,23,ANA,AL,24,0,4,51,ANA01,30039.0,28,3,0,0,0,0,0,0,0,1,0,6,0,0,1,0,2,3,4,4,0,0,24,14,0,0,1,0,28,7,0,1,2,4,1,0,1,3,1,5,1,0,1,0,5,1,0,0,0,0,27,15,0,0,1,0,willj003,lirif001,,lirif001,willj003,0.10714285714285714,0.25,0.13793103448275862,0.34375,0.10714285714285714,0.5357142857142857,0.2450738916256157,0.8794642857142857,1.0,1.0
20120502,MIN,AL,24,ANA,AL,25,0,9,51,ANA01,27288.0,28,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,2,6,9,9,0,0,24,7,0,0,1,0,37,15,3,0,2,9,1,0,1,1,0,4,2,0,1,0,7,1,0,0,0,0,27,6,0,1,0,0,weavj003,hendl001,,hendl001,weavj003,0.0,0.40540540540540543,0.034482758620689655,0.4358974358974359,0.0,0.6486486486486487,0.03448275862068965,1.0845460845460846,1.0,1.0
20120503,TOR,AL,26,ANA,AL,26,5,0,54,ANA01,28359.0,33,8,0,0,1,3,0,0,0,2,0,7,0,0,3,0,3,1,0,0,0,0,27,13,0,0,2,0,28,3,1,0,0,0,0,0,0,0,0,8,0,0,2,0,1,3,3,3,0,0,27,10,1,0,3,0,morrb001,hared001,,morrb001,hared001,0.24242424242424243,0.10714285714285714,0.2857142857142857,0.10714285714285714,0.3333333333333333,0.14285714285714285,0.6190476190476191,0.25,0.0,1.0
20120504,TOR,AL,27,ANA,AL,27,4,0,54,ANA01,33160.0,34,5,1,0,1,4,0,0,0,3,1,11,1,0,0,0,6,1,0,0,0,0,27,14,0,0,2,0,31,6,2,0,0,0,0,0,0,1,0,3,0,0,2,0,5,2,4,4,0,0,27,11,2,0,0,0,alvah001,sante001,,alvah001,sante001,0.14705882352941177,0.1935483870967742,0.21621621621621623,0.21875,0.2647058823529412,0.25806451612903225,0.4809220985691574,0.4768145161290322,0.0,0.0
20120505,TOR,AL,28,ANA,AL,28,2,6,51,ANA01,39018.0,31,6,1,0,1,2,0,0,0,4,0,12,1,1,1,0,6,4,6,6,2,0,24,12,3,0,3,0,36,13,2,0,2,6,0,1,0,5,0,4,0,0,3,0,12,2,2,2,0,0,27,9,0,0,1,0,wilsc004,drabk001,,drabk001,wilsc004,0.1935483870967742,0.3611111111111111,0.2857142857142857,0.42857142857142855,0.3225806451612903,0.5833333333333334,0.6082949308755761,1.011904761904762,1.0,0.0
20120506,TOR,AL,29,ANA,AL,29,3,4,51,ANA01,37548.0,33,9,1,0,0,3,0,1,0,2,0,6,0,0,1,0,6,5,4,4,0,1,24,5,0,0,0,0,34,10,2,0,1,4,0,0,0,0,0,9,1,0,0,0,6,5,2,2,0,0,27,8,1,0,3,0,willj003,hutcd001,hawkl001,hutcd001,willj003,0.2727272727272727,0.29411764705882354,0.3055555555555556,0.29411764705882354,0.30303030303030304,0.4411764705882353,0.6085858585858586,0.7352941176470589,1.0,1.0
20120507,ANA,AL,30,MIN,AL,28,8,3,54,MIN04,31382.0,34,10,1,0,1,6,2,1,0,5,0,8,0,0,1,0,7,5,3,3,1,0,27,12,1,0,1,0,32,6,1,0,0,3,0,1,0,2,0,4,0,0,0,0,5,4,6,6,1,0,27,12,2,0,1,0,weavj003,lirif001,,weavj003,lirif001,0.29411764705882354,0.1875,0.375,0.22857142857142856,0.4117647058823529,0.21875,0.7867647058823529,0.4473214285714285,1.0,1.0
20120508,ANA,AL,31,MIN,AL,29,0,5,51,MIN04,30776.0,30,4,1,0,0,0,0,0,0,1,0,8,0,0,1,0,4,3,5,5,0,0,24,9,0,0,1,0,33,12,3,0,1,5,1,1,0,4,1,3,1,0,1,0,10,3,0,0,0,0,27,14,0,1,1,0,diams001,hared001,,hared001,diams001,0.13333333333333333,0.36363636363636365,0.16129032258064516,0.42105263157894735,0.16666666666666666,0.5454545454545454,0.3279569892473118,0.9665071770334928,0.0,1.0
20120509,ANA,AL,32,MIN,AL,30,6,2,54,MIN04,31915.0,38,14,4,0,0,5,0,0,0,1,0,2,1,0,3,0,6,3,2,2,0,0,27,18,0,0,2,0,31,6,1,1,1,2,0,0,0,5,0,3,0,0,2,0,7,3,5,5,0,0,27,16,1,0,3,0,sante001,pavac001,,sante001,pavac001,0.3684210526315789,0.1935483870967742,0.38461538461538464,0.3055555555555556,0.47368421052631576,0.3870967741935484,0.8582995951417004,0.692652329749104,1.0,0.0
20120511,ANA,AL,33,TEX,AL,33,3,10,51,ARL02,48201.0,32,6,1,0,2,3,0,0,1,5,0,10,1,0,1,0,8,3,10,10,0,0,24,10,1,0,0,0,38,15,2,2,3,10,0,1,0,3,1,4,2,1,0,0,8,4,3,3,0,0,27,9,0,0,1,0,darvy001,wilsc004,,wilsc004,darvy001,0.1875,0.39473684210526316,0.3157894736842105,0.42857142857142855,0.40625,0.7894736842105263,0.7220394736842105,1.218045112781955,0.0,1.0
20120512,ANA,AL,34,TEX,AL,34,4,2,54,ARL02,47699.0,31,6,0,0,1,4,0,2,0,4,0,8,0,0,0,0,6,5,2,2,0,0,27,11,0,0,2,0,30,5,0,0,1,2,0,0,2,4,0,9,2,0,2,0,7,3,4,4,0,0,27,7,0,0,0,0,carpd002,harrm001,downs001,wilsc004,harrm001,0.1935483870967742,0.16666666666666666,0.2702702702702703,0.3055555555555556,0.2903225806451613,0.26666666666666666,0.5605928509154317,0.5722222222222222,1.0,0.0
20120513,ANA,AL,35,TEX,AL,35,6,13,51,ARL02,46669.0,39,12,1,0,3,6,0,0,0,3,0,9,0,0,0,0,9,4,13,13,0,0,24,11,0,0,1,0,41,19,7,0,1,13,0,1,0,3,0,3,1,0,1,0,8,4,6,6,1,0,27,7,0,0,0,0,felin001,weavj003,,weavj003,felin001,0.3076923076923077,0.4634146341463415,0.35714285714285715,0.4888888888888889,0.5641025641025641,0.7073170731707317,0.9212454212454212,1.1962059620596206,0.0,1.0
20120514,OAK,AL,36,ANA,AL,36,5,0,54,ANA01,32851.0,33,8,3,0,1,5,0,1,1,6,1,6,2,0,1,0,9,4,0,0,1,0,27,13,0,0,1,0,34,8,0,0,0,0,0,0,0,1,0,5,2,0,1,0,8,4,5,5,1,0,27,10,0,0,1,0,rosst001,hared001,,rosst001,hared001,0.24242424242424243,0.23529411764705882,0.36585365853658536,0.2571428571428571,0.42424242424242425,0.23529411764705882,0.7900960827790096,0.492436974789916,0.0,0.0
20120515,OAK,AL,37,ANA,AL,37,0,4,51,ANA01,31762.0,32,5,2,0,0,0,0,0,0,3,0,11,2,0,0,0,8,3,4,4,0,0,24,12,1,0,1,0,34,12,1,0,1,4,0,0,0,1,0,3,1,0,1,0,7,3,0,0,0,0,27,10,0,0,0,0,sante001,colob001,,colob001,sante001,0.15625,0.35294117647058826,0.22857142857142856,0.37142857142857144,0.21875,0.47058823529411764,0.4473214285714285,0.8420168067226891,1.0,0.0
20120516,CHA,AL,38,ANA,AL,38,2,7,51,ANA01,39027.0,36,10,1,0,1,2,0,0,0,0,0,8,0,0,2,0,7,3,7,7,0,0,24,10,0,0,1,0,31,12,2,0,2,7,0,1,0,2,0,5,0,1,1,0,3,2,2,2,1,0,27,14,0,0,2,0,willj003,floyg001,,floyg001,willj003,0.2777777777777778,0.3870967741935484,0.2777777777777778,0.4117647058823529,0.3888888888888889,0.6451612903225806,0.6666666666666667,1.0569259962049335,1.0,1.0
20120517,CHA,AL,39,ANA,AL,39,6,1,54,ANA01,30786.0,35,13,0,0,1,6,1,0,1,7,0,6,0,1,3,0,11,4,1,1,0,0,27,6,0,0,0,0,33,6,1,0,1,1,0,0,0,3,0,10,1,0,0,0,8,5,3,3,0,0,27,13,1,0,4,0,salec001,wilsc004,,salec001,wilsc004,0.37142857142857144,0.18181818181818182,0.4883720930232558,0.25,0.45714285714285713,0.30303030303030304,0.9455149501661128,0.553030303030303,0.0,1.0
20120518,ANA,AL,40,SDN,NL,40,7,2,54,SAN02,31389.0,37,11,2,1,0,6,0,0,0,7,1,6,1,0,1,0,10,3,2,2,0,0,27,11,0,0,0,0,30,3,0,0,1,2,0,0,0,4,0,7,1,0,0,0,5,4,7,7,0,0,27,14,1,0,1,0,weavj003,suppj001,,weavj003,suppj001,0.2972972972972973,0.1,0.4090909090909091,0.20588235294117646,0.40540540540540543,0.2,0.8144963144963145,0.4058823529411765,1.0,0.0
20120519,ANA,AL,41,SDN,NL,41,2,3,51,SAN02,43427.0,30,6,1,1,0,2,3,0,0,3,0,7,2,1,0,0,7,3,3,3,1,0,24,10,1,0,0,0,27,7,3,0,0,3,3,1,0,2,1,6,0,0,0,0,6,4,2,2,0,0,27,10,2,0,0,0,gregl001,hared001,thayd001,hared001,stule002,0.2,0.25925925925925924,0.2727272727272727,0.3,0.3,0.37037037037037035,0.5727272727272728,0.6703703703703703,0.0,1.0
20120520,ANA,AL,42,SDN,NL,42,2,3,77,SAN02,33975.0,44,10,1,0,1,2,2,0,0,7,1,11,4,1,1,0,12,7,2,2,0,0,38,15,2,0,0,0,47,11,4,0,0,2,1,0,2,5,1,12,2,1,0,0,14,7,2,2,0,0,39,19,0,0,1,0,mikom001,pauld001,,sante001,bassa001,0.22727272727272727,0.23404255319148937,0.3333333333333333,0.3333333333333333,0.3181818181818182,0.3191489361702128,0.6515151515151515,0.6524822695035462,0.0,0.0
20120521,ANA,AL,43,OAK,AL,43,1,2,51,OAK01,11292.0,32,5,2,0,0,1,0,0,0,1,0,3,0,0,0,0,5,3,2,2,0,0,24,14,0,0,3,0,26,6,1,0,0,1,0,0,1,6,1,3,2,1,2,0,7,3,1,1,0,0,27,11,0,0,0,0,milot001,willj003,fuenb001,willj003,milot001,0.15625,0.23076923076923078,0.18181818181818182,0.3939393939393939,0.21875,0.2692307692307692,0.4005681818181818,0.6631701631701632,0.0,0.0
20120522,ANA,AL,44,OAK,AL,44,5,0,54,OAK01,12894.0,35,10,0,0,1,5,0,1,1,4,0,8,0,1,0,0,9,2,0,0,0,0,27,9,0,1,1,0,28,1,0,0,0,0,0,0,0,2,0,9,0,0,1,0,3,4,4,4,0,0,27,6,2,0,1,0,wilsc004,godfg001,,wilsc004,godfg001,0.2857142857142857,0.03571428571428571,0.36585365853658536,0.1,0.37142857142857144,0.03571428571428571,0.7372822299651568,0.13571428571428573,1.0,0.0
20120523,ANA,AL,45,OAK,AL,45,3,1,66,OAK01,23617.0,39,7,2,0,0,3,0,0,0,5,1,10,1,0,0,0,8,4,1,1,0,0,33,12,0,0,0,0,36,3,0,0,1,1,0,0,0,4,0,7,0,0,0,0,6,5,3,3,0,0,33,10,0,0,0,0,waldj001,norbj001,friee001,weavj003,parkj001,0.1794871794871795,0.08333333333333333,0.2727272727272727,0.175,0.23076923076923078,0.16666666666666666,0.5034965034965035,0.3416666666666667,1.0,1.0
20120524,ANA,AL,46,SEA,AL,47,3,0,54,SEA03,18048.0,34,7,0,0,1,3,1,0,0,0,0,9,1,0,0,0,5,1,0,0,0,0,27,5,0,0,0,0,31,4,1,0,0,0,0,0,0,0,0,14,2,0,0,0,4,2,3,3,1,0,27,8,1,0,0,0,hared001,vargj001,,hared001,vargj001,0.20588235294117646,0.12903225806451613,0.20588235294117646,0.12903225806451613,0.29411764705882354,0.16129032258064516,0.5,0.29032258064516125,1.0,1.0
20120525,ANA,AL,47,SEA,AL,48,6,4,54,SEA03,23517.0,33,7,0,0,1,5,0,0,0,5,1,2,2,0,3,0,5,4,4,4,0,0,27,13,0,0,1,0,31,5,2,0,1,4,0,0,0,7,0,5,1,0,1,0,7,3,5,5,0,0,27,13,2,0,3,0,isrij001,leagb001,downs001,sante001,beavb001,0.21212121212121213,0.16129032258064516,0.3157894736842105,0.3157894736842105,0.30303030303030304,0.3225806451612903,0.6188197767145136,0.6383701188455009,1.0,1.0
20120526,ANA,AL,48,SEA,AL,49,5,3,54,SEA03,29483.0,37,12,1,0,2,5,0,0,1,1,0,10,1,1,1,0,7,4,3,3,1,0,27,9,0,0,1,0,33,6,1,0,1,3,0,0,0,5,0,12,2,0,1,0,8,3,5,5,0,0,27,10,0,0,1,0,willj003,hernf002,friee001,willj003,hernf002,0.32432432432432434,0.18181818181818182,0.358974358974359,0.2894736842105263,0.5135135135135135,0.30303030303030304,0.8724878724878724,0.5925039872408293,1.0,1.0
20120527,ANA,AL,49,SEA,AL,50,4,2,54,SEA03,24467.0,31,6,2,0,2,4,0,1,0,2,0,0,2,1,0,0,3,4,2,2,2,0,27,14,2,1,2,0,27,3,1,0,0,1,2,0,0,4,0,9,1,1,1,0,4,2,4,4,0,0,27,13,0,0,0,0,wilsc004,noesh001,downs001,wilsc004,noesh001,0.1935483870967742,0.1111111111111111,0.23529411764705882,0.22580645161290322,0.45161290322580644,0.14814814814814814,0.6869070208728653,0.3739545997610514,1.0,1.0
