teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win
MIL,NL,7,1,36,12,5,0,2,7,2,8,7,4,5,5,0,0.3333333333333333,0.3684210526315789,0.6388888888888888,1.0073099415204678,1.0
MIL,NL,5,1,33,9,1,0,0,5,4,8,9,5,3,3,0,0.2727272727272727,0.3684210526315789,0.30303030303030304,0.671451355661882,1.0
MIL,NL,5,1,33,9,3,0,2,5,3,5,7,1,0,0,0,0.2727272727272727,0.3333333333333333,0.5454545454545454,0.8787878787878787,1.0
MIL,NL,8,1,29,8,3,0,2,8,4,4,5,4,2,2,1,0.27586206896551724,0.3783783783783784,0.5862068965517241,0.9645852749301024,1.0
MIL,NL,4,1,34,6,3,0,1,3,1,6,4,6,4,4,1,0.17647058823529413,0.2,0.35294117647058826,0.5529411764705883,0.0
MIL,NL,3,1,33,11,4,1,1,3,4,4,10,2,0,0,1,0.3333333333333333,0.40540540540540543,0.6060606060606061,1.0114660114660114,1.0
MIL,NL,5,1,37,12,1,0,1,5,1,12,6,6,7,7,2,0.32432432432432434,0.34210526315789475,0.43243243243243246,0.7745376955903271,0.0
MIL,NL,7,1,33,9,1,0,4,7,2,7,4,4,5,5,0,0.2727272727272727,0.3142857142857143,0.6666666666666666,0.9809523809523808,1.0
MIL,NL,4,0,34,8,1,0,3,4,1,10,4,3,1,1,0,0.23529411764705882,0.2571428571428571,0.5294117647058824,0.7865546218487395,1.0
MIL,NL,0,0,30,5,1,0,0,0,2,7,5,4,5,5,1,0.16666666666666666,0.21875,0.2,0.41875,0.0
MIL,NL,12,0,43,19,2,0,2,10,4,9,12,4,5,5,0,0.4418604651162791,0.5098039215686274,0.627906976744186,1.1377108983128137,1.0
MIL,NL,1,0,30,5,0,0,1,1,0,9,2,4,2,2,2,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.43333333333333335,0.0
MIL,NL,1,1,33,7,2,0,0,1,7,9,12,5,4,4,1,0.21212121212121213,0.35,0.2727272727272727,0.6227272727272727,0.0
MIL,NL,1,1,31,4,0,0,0,1,5,7,9,3,1,1,2,0.12903225806451613,0.2702702702702703,0.12903225806451613,0.3993025283347864,0.0
MIL,NL,2,1,32,5,1,0,1,2,4,13,8,7,14,14,1,0.15625,0.24324324324324326,0.28125,0.5244932432432432,0.0
MIL,NL,3,1,39,12,1,0,0,3,8,14,17,5,7,7,2,0.3076923076923077,0.425531914893617,0.3333333333333333,0.7588652482269503,0.0
MIL,NL,5,1,34,8,0,1,2,5,3,7,6,5,4,4,0,0.23529411764705882,0.35,0.47058823529411764,0.8205882352941176,1.0
MIL,NL,4,1,30,9,1,0,2,4,7,9,11,4,3,3,0,0.3,0.4358974358974359,0.5333333333333333,0.9692307692307692,1.0
MIL,NL,1,0,32,7,1,0,1,1,2,5,7,4,2,2,0,0.21875,0.2647058823529412,0.34375,0.6084558823529411,0.0
MIL,NL,9,0,41,16,3,0,1,8,2,9,10,5,3,3,1,0.3902439024390244,0.4222222222222222,0.5365853658536586,0.9588075880758808,1.0
MIL,NL,6,0,31,7,1,0,1,5,4,2,3,4,3,3,0,0.22580645161290322,0.3333333333333333,0.3548387096774194,0.6881720430107527,1.0
