teamAbbr,League,Score,isHomeTeam,atBats,Hits,Doubles,Triples,homeRuns,RBI,Walks,Strikeouts,LOB,pitchersUsed,indER,teamER,Errors,battingAverage,OBP,Slugging,OPS,Win,wonPrev
TOR,AL,4,0,34,10,2,0,1,3,2,4,6,5,3,3,1,0.29411764705882354,0.3333333333333333,0.4411764705882353,0.7745098039215685,1.0,1.0
TOR,AL,0,0,32,5,0,0,0,0,4,6,9,3,6,6,1,0.15625,0.25,0.15625,0.40625,0.0,1.0
TOR,AL,5,1,33,8,1,0,3,5,1,2,6,4,3,3,0,0.24242424242424243,0.2857142857142857,0.5454545454545454,0.8311688311688311,1.0,0.0
TOR,AL,3,1,35,9,2,0,1,3,2,7,7,4,6,6,2,0.2571428571428571,0.2972972972972973,0.4,0.6972972972972973,0.0,1.0
TOR,AL,1,1,23,2,0,0,1,1,4,5,3,5,0,0,0,0.08695652173913043,0.2222222222222222,0.21739130434782608,0.43961352657004826,1.0,0.0
TOR,AL,6,1,29,5,0,0,3,6,5,5,4,5,3,3,1,0.1724137931034483,0.29411764705882354,0.4827586206896552,0.7768762677484787,1.0,1.0
TOR,AL,5,1,37,8,0,0,4,5,1,11,6,7,4,4,1,0.21621621621621623,0.2682926829268293,0.5405405405405406,0.8088332234673699,1.0,1.0
TOR,AL,5,1,29,9,2,0,0,5,2,6,5,3,1,1,1,0.3103448275862069,0.38235294117647056,0.3793103448275862,0.7616632860040567,1.0,1.0
TOR,AL,7,1,30,9,4,0,2,7,3,3,4,6,5,5,1,0.3,0.37142857142857144,0.6333333333333333,1.0047619047619047,1.0,1.0
TOR,AL,1,1,30,3,0,0,1,1,2,8,4,5,6,6,0,0.1,0.15625,0.2,0.35625,0.0,1.0
TOR,AL,8,1,35,12,1,0,3,8,2,5,5,5,4,4,0,0.34285714285714286,0.3783783783783784,0.6285714285714286,1.006949806949807,1.0,0.0
TOR,AL,13,0,40,13,1,0,6,13,5,11,6,6,2,2,1,0.325,0.41304347826086957,0.8,1.2130434782608697,1.0,1.0
TOR,AL,6,0,39,13,4,0,1,5,3,6,9,3,3,3,0,0.3333333333333333,0.38095238095238093,0.5128205128205128,0.8937728937728937,1.0,1.0
TOR,AL,4,0,33,8,2,0,1,3,4,6,6,3,5,5,0,0.24242424242424243,0.32432432432432434,0.3939393939393939,0.7182637182637183,0.0,1.0
TOR,AL,2,0,30,4,0,0,2,2,1,7,2,3,0,0,1,0.13333333333333333,0.16129032258064516,0.3333333333333333,0.4946236559139785,1.0,0.0
TOR,AL,13,1,33,12,1,1,4,12,5,6,5,4,1,1,1,0.36363636363636365,0.42857142857142855,0.8181818181818182,1.2467532467532467,1.0,1.0
TOR,AL,6,1,33,11,1,1,2,6,6,5,10,3,1,1,1,0.3333333333333333,0.425,0.6060606060606061,1.031060606060606,1.0,1.0
TOR,AL,3,1,33,8,1,0,1,2,5,4,10,6,4,4,2,0.24242424242424243,0.3333333333333333,0.36363636363636365,0.696969696969697,0.0,1.0
TOR,AL,7,1,36,10,2,0,1,7,1,4,4,6,6,6,0,0.2777777777777778,0.2894736842105263,0.4166666666666667,0.7061403508771931,1.0,0.0
TOR,AL,5,1,32,11,2,1,1,5,1,4,4,3,3,3,0,0.34375,0.36363636363636365,0.5625,0.9261363636363636,1.0,1.0
TOR,AL,1,1,31,4,1,0,0,1,0,8,3,5,2,2,0,0.12903225806451613,0.12903225806451613,0.16129032258064516,0.29032258064516125,0.0,1.0
TOR,AL,3,0,33,7,1,0,1,3,1,7,4,5,1,1,1,0.21212121212121213,0.23529411764705882,0.3333333333333333,0.5686274509803921,1.0,0.0
TOR,AL,5,0,54,13,2,1,0,5,9,8,18,7,6,6,2,0.24074074074074073,0.35384615384615387,0.3148148148148148,0.6686609686609687,0.0,1.0
TOR,AL,1,0,30,4,1,0,0,1,4,16,6,3,1,1,1,0.13333333333333333,0.23529411764705882,0.16666666666666666,0.4019607843137255,0.0,0.0
TOR,AL,7,0,38,14,3,0,1,6,4,9,9,7,8,8,1,0.3684210526315789,0.4186046511627907,0.5263157894736842,0.9449204406364748,0.0,0.0
